"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour","week_day"
"819","Dentro CETRAM","female","0-17","Preparatoria","Tecamec","Ecatepec de Morelos","None","Estudio","4",5,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",968,"2",2,1,13,"15","4"
"821","Fuera CETRAM","female","65+","Secundaria","Atizapan de Zaragoza","Tlalnepantla de Baz","1 to 2","Recreacion","3",4,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",940,"9",2,2,13,"18","1"
"822","Dentro CETRAM","female","25-44","Secundaria","Tecamec","Tecamec","3 to 4","Otro","1",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",976,"6",2,1,13,"17","2"
"823","Dentro CETRAM","female","45-64","Primaria","Atizapan de Zaragoza","Tlalnepantla de Baz","1 to 2","Otro","3",4,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",752,"6",2,3,13,"14","2"
"824","Dentro CETRAM","female","0-17","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Estudio","4",4,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",894,"2",2,0,13,"13","4"
"825","Fuera CETRAM","male","65+","Sin estudios","Ecatepec de Morelos","Tecamec","None","Otro","5",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",384,"2",2,1,13,"12","6"
"826","Fuera CETRAM","male","0-17","Secundaria","Ecatepec de Morelos","Tecamec","None","Otro","4",2,"5","Peseros","Taxi","Van","Azteca","Heroes Tecamec","15",463,"0",2,1,13,"16","3"
"827","Dentro CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",4,"4","Metro","Peseros","Van","El Rosario","El Rosario","15",712,"2",2,2,13,"14","2"
"828","Fuera CETRAM","female","18-24","Preparatoria","Azcapotzalco","Azcapotzalco","1 to 2","Trabajo","4",5,"5","Trolebus","Peseros","Bus","El Rosario","El Rosario","35",234,"1",26,9,14,"14","3"
"829","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Trabajo","1",1,"5","BRT","Peseros","Bus","El Rosario","El Rosario","35",433,"3",26,9,14,"14","3"
"830","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Compra","4",5,"1","Peseros","BRT","Bus","El Rosario","El Rosario","35",433,"3",26,9,14,"14","3"
"831","Fuera CETRAM","female","25-44","Secundaria","Azcapotzalco","Atizapan de Zaragoza","3 to 4","Trabajo","1",3,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",650,"6",21,9,14,"17","2"
"832","Fuera CETRAM","female","45-64","Licenciatura","Miguel Hidalgo","Tlalnepantla de Baz","None","Trabajo","1",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",612,"2",21,9,14,"17","2"
"833","Fuera CETRAM","male","25-44","Secundaria","Miguel Hidalgo","Atizapan de Zaragoza","None","Trabajo","2",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",514,"6",21,9,14,"17","2"
"834","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",592,"2",21,9,14,"17","2"
"835","Fuera CETRAM","male","45-64","Licenciatura","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","2",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",504,"2",21,9,14,"17","2"
"836","Fuera CETRAM","female","25-44","Preparatoria","Azcapotzalco","Nicolas Romero","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",529,"6",16,9,14,"16","4"
"837","Fuera CETRAM","male","18-24","Primaria","Ixtapaluca","Atizapan de Zaragoza","1 to 2","Trabajo","4",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",874,"5",16,8,14,"14","7"
"838","Fuera CETRAM","male","25-44","Primaria","Azcapotzalco","Nicolas Romero","None","Trabajo","5",5,"3","Metro","Metro","Bus","El Rosario","Mexico Nueva","35",455,"4",16,9,14,"16","4"
"839","Dentro CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Recreacion","4",2,"4","BRT","Peseros","Van","El Rosario","El Rosario","15",736,"6",6,4,14,"13","1"
"840","Dentro CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Recreacion","5",2,"5","BRT","Taxi","Van","El Rosario","El Rosario","15",743,"6",6,4,14,"13","1"
"841","Dentro CETRAM","male","65+","Secundaria","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Compra","2",2,"5","Taxi","Peseros","Van","El Rosario","El Rosario","15",83,"1",6,3,14,"13","1"
"842","Dentro CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Tlalnepantla de Baz","None","Trabajo","5",4,"4","Taxi","Peseros","Van","El Rosario","El Rosario","15",886,"5",1,1,14,"14","2"
"843","Fuera CETRAM","female","45-64","Secundaria","Tecamec","Ecatepec de Morelos","None","Recreacion","1",2,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",970,"2",1,0,14,"15","1"
"844","Fuera CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Recreacion","3",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",450,"9",1,1,14,"16","3"
"845","Dentro CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Benito Juarez","None","Recreacion","5",1,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",86,"1",1,0,14,"13","3"
"846","Fuera CETRAM","female","25-44","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","1 to 2","Otro","3",2,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",521,"6",20,7,15,"18","5"
"847","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tlalnepantla de Baz","None","Trabajo","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",375,"1",5,3,15,"16","5"
"848","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"4","Trolebus","Peseros","Van","El Rosario","El Rosario","15",259,"1",5,3,15,"16","5"
"849","Fuera CETRAM","female","0-17","Secundaria","Venustiano Carranza","Tecamec","1 to 2","Recreacion","1",4,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",998,"2",0,0,15,"17","6"
"850","Fuera CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",4,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",1057,"0",0,0,15,"17","6"
"851","Fuera CETRAM","female","45-64","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","1 to 2","Compra","1",3,"5","Metro","BRT","Bus","El Rosario","Mexico Nueva","35",574,"2",19,8,16,"17","7"
"852","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Nicolas Romero","3 to 4","Compra","4",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",935,"9",14,5,16,"17","2"
"853","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","2",4,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",638,"2",14,3,16,"19","1"
"854","Fuera CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Recreacion","3",4,"5","Metro","Taxi","Bus","El Rosario","El Rosario","35",86,"1",14,3,16,"19","1"
"855","Fuera CETRAM","female","0-17","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Trabajo","1",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",86,"1",14,3,16,"19","1"
"856","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",563,"7",14,4,16,"16","3"
"857","Fuera CETRAM","male","18-24","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Estudio","5",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",573,"7",14,4,16,"16","3"
"858","Fuera CETRAM","male","18-24","Primaria","Atizapan de Zaragoza","Nicolas Romero","1 to 2","Trabajo","4",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",919,"5",14,4,16,"14","7"
"859","Dentro CETRAM","male","18-24","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Recreacion","4",5,"5","Taxi","Metro","Van","El Rosario","El Rosario","15",589,"5",4,2,16,"13","1"
"860","Dentro CETRAM","male","25-44","Preparatoria","Alvaro Obregon","Atizapan de Zaragoza","1 to 2","Recreacion","4",5,"5","BRT","Taxi","Van","El Rosario","El Rosario","15",544,"6",4,2,16,"13","1"
"861","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Miguel Hidalgo","None","Trabajo","4",4,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",593,"2",23,10,17,"14","5"
"862","Fuera CETRAM","female","25-44","Licenciatura","Tultitlan","Benito Juarez","None","Trabajo","5",3,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",560,"5",18,5,17,"17","5"
"863","Fuera CETRAM","female","18-24","Licenciatura","Venustiano Carranza","Gustavo A. Madero","None","Estudio","4",5,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",548,"6",18,5,17,"16","5"
"864","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","1",1,"2","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",553,"6",18,8,17,"13","6"
"865","Fuera CETRAM","male","45-64","Secundaria","Nicolas Romero","Azcapotzalco","1 to 2","Trabajo","4",4,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",533,"6",18,6,17,"18","5"
"866","Fuera CETRAM","male","25-44","Secundaria","Azcapotzalco","Atizapan de Zaragoza","None","Estudio","4",3,"4","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",553,"6",18,8,17,"13","6"
"867","Fuera CETRAM","male","45-64","Licenciatura","Tlalnepantla de Baz","Coyoacan","None","Compra","3",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",571,"7",18,5,17,"16","5"
"868","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","Mas","Trabajo","2",3,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",537,"6",13,5,17,"16","3"
"869","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Estudio","2",4,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",606,"2",13,6,17,"17","2"
"870","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","Mas","Trabajo","3",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",492,"2",13,5,17,"16","3"
"871","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Iztapalapa","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",486,"2",13,4,17,"17","2"
"872","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","1",3,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",469,"4",13,5,17,"16","3"
"873","Fuera CETRAM","male","45-64","Secundaria","Tlalnepantla de Baz","Azcapotzalco","None","Trabajo","3",3,"4","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",606,"2",13,6,17,"17","2"
"874","Dentro CETRAM","female","25-44","Licenciatura","Benito Juarez","Atizapan de Zaragoza","None","Trabajo","4",4,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",399,"3",3,3,17,"16","5"
"875","Fuera CETRAM","female","0-17","Secundaria","Iztacalco","Atizapan de Zaragoza","1 to 2","Recreacion","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",768,"6",17,8,18,"17","7"
"876","Fuera CETRAM","female","65+","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",716,"2",17,8,18,"17","7"
"877","Fuera CETRAM","female","0-17","Primaria","Atizapan de Zaragoza","Tlalnepantla de Baz","1 to 2","Recreacion","2",4,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",648,"6",17,5,18,"18","2"
"878","Fuera CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","2",3,"5","BRT","Taxi","Bus","El Rosario","Mexico Nueva","35",553,"6",17,10,18,"13","6"
"879","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Cuautitlan","None","Otro","2",3,"5","Taxi","Metro","Bus","El Rosario","El Rosario","35",752,"6",17,5,18,"18","2"
"880","Fuera CETRAM","male","65+","Licenciatura","Alvaro Obregon","Tlalnepantla de Baz","1 to 2","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",543,"6",17,8,18,"17","7"
"881","Fuera CETRAM","male","45-64","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","None","Compra","2",3,"5","Metro","BRT","Bus","El Rosario","Mexico Nueva","35",607,"2",17,8,18,"17","7"
"882","Fuera CETRAM","male","0-17","Secundaria","Azcapotzalco","Tlalnepantla de Baz","1 to 2","Recreacion","4",4,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",676,"6",17,5,18,"18","2"
"883","Fuera CETRAM","male","25-44","Secundaria","Azcapotzalco","Azcapotzalco","None","Trabajo","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",523,"6",17,5,18,"15","6"
"884","Fuera CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",711,"2",17,5,18,"17","5"
"885","Fuera CETRAM","male","18-24","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Estudio","1",4,"5","Trolebus","Peseros","Bus","El Rosario","El Rosario","35",712,"2",17,5,18,"18","2"
"886","Fuera CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Naucalpan de Juarez","None","Trabajo","4",4,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",530,"6",17,6,18,"18","5"
"887","Fuera CETRAM","male","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Recreacion","4",4,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",929,"0",17,8,18,"17","7"
"888","Fuera CETRAM","male","45-64","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","1 to 2","Compra","1",3,"5","BRT","BRT","Bus","El Rosario","Mexico Nueva","35",550,"5",17,8,18,"17","7"
"889","Fuera CETRAM","male","25-44","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","3",5,"3","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",553,"6",17,9,18,"13","6"
"891","Fuera CETRAM","female","45-64","Primaria","Atizapan de Zaragoza","Cuajimalpa de Morelos","3 to 4","Trabajo","2",3,"4","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",439,"4",12,3,18,"17","2"
"892","Fuera CETRAM","female","18-24","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","None","Recreacion","3",4,"5","Trolebus","Taxi","Bus","El Rosario","Mexico Nueva","35",642,"6",12,6,18,"17","2"
"893","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","2",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",853,"5",12,7,18,"17","3"
"894","Fuera CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",3,"3","Peseros","Peseros","Bus","El Rosario","Mexico Nueva","35",765,"6",12,7,18,"17","3"
"895","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Naucalpan de Juarez","None","Trabajo","3",3,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",536,"6",12,4,18,"17","2"
"896","Fuera CETRAM","male","45-64","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",86,"1",12,3,18,"19","1"
"897","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Tultitlan","None","Recreacion","2",4,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",657,"6",16,0,19,"17","3"
"898","Fuera CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Estudio","2",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",565,"2",16,0,19,"17","3"
"899","Fuera CETRAM","female","65+","Preparatoria","Azcapotzalco","Atizapan de Zaragoza","None","Trabajo","2",3,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",583,"5",16,0,19,"16","3"
"900","Fuera CETRAM","female","25-44","Secundaria","Azcapotzalco","Nicolas Romero","None","Trabajo","1",1,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",234,"1",16,0,19,"16","3"
"901","Fuera CETRAM","female","25-44","Sin estudios","Azcapotzalco","Otro","1 to 2","Trabajo","2",1,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",234,"1",16,0,19,"16","3"
"902","Fuera CETRAM","female","45-64","Primaria","Tlalnepantla de Baz","Azcapotzalco","1 to 2","Compra","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",538,"6",16,4,19,"18","5"
"903","Fuera CETRAM","male","18-24","Primaria","Tlalnepantla de Baz","Naucalpan de Juarez","None","Trabajo","3",4,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",539,"6",16,4,19,"18","5"
"904","Fuera CETRAM","male","18-24","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","1 to 2","Trabajo","5",5,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",667,"6",16,5,19,"17","5"
"905","Fuera CETRAM","male","45-64","Licenciatura","Tlalnepantla de Baz","Naucalpan de Juarez","None","Recreacion","3",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",542,"6",11,4,19,"17","2"
"906","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Venustiano Carranza","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",668,"2",11,5,19,"17","2"
"907","Fuera CETRAM","female","0-17","Preparatoria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Estudio","3",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",653,"6",20,7,20,"12","2"
"908","Fuera CETRAM","female","25-44","Licenciatura","Azcapotzalco","Tlalnepantla de Baz","1 to 2","Compra","2",2,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",534,"2",20,0,20,"14","5"
"909","Fuera CETRAM","male","18-24","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","4",1,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",234,"1",20,7,20,"13","2"
"910","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","1 to 2","Otro","1",5,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",523,"6",15,4,20,"15","6"
"911","Fuera CETRAM","female","18-24","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","4",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",751,"6",10,3,20,"19","1"
"912","Fuera CETRAM","female","45-64","Primaria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Otro","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",86,"1",10,2,20,"18","1"
"913","Dentro CETRAM","female","45-64","Primaria","Nicolas Romero","Atizapan de Zaragoza","None","Otro","4",3,"5","Peseros","Peseros","Van","El Rosario","Mexico Nueva","15",794,"0",10,7,20,"17","4"
"914","Fuera CETRAM","male","65+","Primaria","Tlalnepantla de Baz","Atizapan de Zaragoza","1 to 2","Otro","3",4,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",86,"1",10,2,20,"18","1"
"915","Fuera CETRAM","female","18-24","Preparatoria","Nicolas Romero","Atizapan de Zaragoza","None","Recreacion","3",3,"4","BRT","Peseros","Bus","El Rosario","El Rosario","35",433,"3",19,8,21,"14","3"
"916","Fuera CETRAM","female","25-44","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",433,"3",19,8,21,"14","3"
"917","Fuera CETRAM","female","45-64","Secundaria","Tlalnepantla de Baz","Azcapotzalco","None","Trabajo","1",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",433,"3",19,8,21,"14","3"
"918","Fuera CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","2",5,"5","Taxi","BRT","Bus","El Rosario","El Rosario","35",433,"3",19,8,21,"14","3"
"919","Fuera CETRAM","male","25-44","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Trabajo","2",2,"1","Trolebus","Taxi","Bus","El Rosario","El Rosario","35",433,"3",19,8,21,"14","3"
"920","Fuera CETRAM","male","18-24","Secundaria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Otro","4",4,"5","BRT","Taxi","Bus","El Rosario","El Rosario","35",433,"3",19,8,21,"14","3"
"921","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Naucalpan de Juarez","None","Compra","4",2,"3","Trolebus","Peseros","Bus","El Rosario","El Rosario","35",433,"3",19,8,21,"14","3"
"922","Fuera CETRAM","female","25-44","Licenciatura","Iztacalco","Atizapan de Zaragoza","1 to 2","Recreacion","1",1,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",795,"6",14,9,21,"17","7"
"923","Dentro CETRAM","female","45-64","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Recreacion","1",1,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",466,"2",14,5,21,"18","7"
"924","Dentro CETRAM","male","18-24","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","1 to 2","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",597,"2",14,5,21,"18","7"
"925","Fuera CETRAM","male","25-44","Preparatoria","Nicolas Romero","Atizapan de Zaragoza","None","Trabajo","4",4,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",820,"6",14,7,21,"18","5"
"926","Fuera CETRAM","female","45-64","Preparatoria","Tlalnepantla de Baz","Azcapotzalco","None","Compra","3",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",695,"6",9,5,21,"17","2"
"927","Fuera CETRAM","female","45-64","Secundaria","Atizapan de Zaragoza","Gustavo A. Madero","1 to 2","Compra","3",2,"5","Taxi","Metro","Bus","El Rosario","El Rosario","35",86,"1",9,3,21,"19","1"
"928","Fuera CETRAM","female","45-64","Licenciatura","Alvaro Obregon","Tlalnepantla de Baz","None","Compra","3",4,"3","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",553,"6",13,6,22,"13","6"
"929","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",844,"0",13,7,22,"17","5"
"930","Fuera CETRAM","female","25-44","Secundaria","Nicolas Romero","Azcapotzalco","1 to 2","Compra","3",4,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",789,"6",13,6,22,"18","5"
"931","Fuera CETRAM","male","45-64","Secundaria","Nicolas Romero","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",873,"2",13,7,22,"17","5"
"932","Fuera CETRAM","male","45-64","Primaria","Cuauhtemoc","Tlalnepantla de Baz","None","Trabajo","4",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",553,"6",13,6,22,"13","6"
"933","Dentro CETRAM","female","0-17","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Otro","4",2,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",706,"2",7,2,23,"15","7"
"934","Dentro CETRAM","male","25-44","Preparatoria","Tiahuac","Teotihuacï¿½ï¿½n","None","Recreacion","3",2,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",688,"2",7,2,23,"15","7"
"935","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Cuajimalpa de Morelos","1 to 2","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",717,"6",7,3,23,"17","2"
"937","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",2,"4","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",845,"5",7,4,23,"17","2"
"938","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Chalco","1 to 2","Trabajo","2",2,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",684,"2",11,4,24,"18","7"
"939","Dentro CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Iztacalco","None","Recreacion","1",1,"1","Taxi","Peseros","Bus","El Rosario","El Rosario","35",810,"6",11,4,24,"18","7"
"940","Fuera CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Cuajimalpa de Morelos","1 to 2","Trabajo","3",4,"4","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",721,"6",6,3,24,"17","2"
"941","Fuera CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Otro","4",4,"4","Peseros","Metro","Bus","El Rosario","El Rosario","35",552,"6",20,5,25,"13","5"
"942","Fuera CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","4",3,"5","Peseros","Metro","Bus","El Rosario","El Rosario","35",552,"6",20,5,25,"13","5"
"943","Fuera CETRAM","female","65+","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Trabajo","4",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",863,"5",10,4,25,"17","3"
"945","Fuera CETRAM","female","25-44","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","3",4,"5","Taxi","Metro","Bus","El Rosario","Mexico Nueva","35",811,"6",10,4,25,"17","3"
"946","Fuera CETRAM","female","45-64","Secundaria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Compra","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",749,"6",5,4,25,"17","2"
"947","Fuera CETRAM","male","45-64","Secundaria","Nicolas Romero","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",775,"6",5,4,25,"17","2"
