"","inside_or_outside","gender","age","education","origin","destination","companions","trip_purpose","mode_security","point_security","importance_safety","most_safe","least_safe","bus_or_ped","base_study_zone","busdestination","total_seats","haversine","urban_typology","total_passenger_count","total_female_count","empty_seats","hour_sin","hour_cos","week_day","latitude","longitude"
"649","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Coacalco de Berriozal","None","Recreacion","2",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",21.2052610892275,"0",7,7,8,-0.866025,-0.500000,"5",19.4421,-99.20442
"538","Dentro CETRAM","male","25-44","Preparatoria","Ecatepec de Morelos","Tecamec","3 to 4","Recreacion","5",3,"3","Peseros","Peseros","Van","Azteca","Heroes Tecamec","15",0.134297938855229,"6",11,6,4,-0.866025,-0.500000,"7",19.53567,-99.027
"616","Dentro CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Cocotitlan","None","Trabajo","3",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.49423580024799,"5",8,4,7,-0.258819,-0.965926,"5",19.54335,-99.03827
"103","Dentro CETRAM","female","0-17","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Compra","4",1,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",0.0511746890060483,"1",0,0,0,-0.258819,-0.965926,"6",19.53429,-99.02709
"728","Fuera CETRAM","female","25-44","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",3,"3","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",0.915432964072855,"9",4,3,11,0.000000,-1.000000,"6",19.54076,-99.03323
"466","Dentro CETRAM","female","45-64","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Trabajo","4",5,"5","Metro","Metro","Van","El Rosario","Mexico Nueva","15",7.6415530316278,"2",12,0,3,-0.965926,0.258819,"7",19.54297,-99.26039
"682","Fuera CETRAM","female","18-24","Licenciatura","Chalco","Ecatepec de Morelos","1 to 2","Trabajo","1",5,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",2.33613414559514,"9",6,1,9,-0.500000,-0.866025,"3",19.55048,-99.04203
"831","Fuera CETRAM","female","25-44","Secundaria","Azcapotzalco","Atizapan de Zaragoza","3 to 4","Trabajo","1",3,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",3.50962737917628,"6",21,9,14,-0.965926,-0.258819,"2",19.52412,-99.2262
"942","Fuera CETRAM","female","25-44","Secundaria","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","4",3,"5","Peseros","Metro","Bus","El Rosario","El Rosario","35",1.99660552362287,"6",20,5,25,-0.258819,-0.965926,"5",19.51944,-99.21053
"558","Dentro CETRAM","male","25-44","Licenciatura","Benito Juarez","Atizapan de Zaragoza","None","Trabajo","4",4,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",1.70329286393143,"6",10,3,5,-0.866025,-0.500000,"1",19.51277,-99.21365
"94","Dentro CETRAM","female","25-44","Secundaria","Tecamec","Tecamec","1 to 2","Trabajo","2",1,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",10.932281044723,"2",0,0,0,-0.866025,-0.500000,"1",19.63287,-99.02778
"870","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","Mas","Trabajo","3",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.42782911357572,"2",13,5,17,-0.866025,-0.500000,"3",19.51077,-99.21186
"182","Dentro CETRAM","female","25-44","Preparatoria","Otro","Otro","None","Otro","3",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",2.93031512097926,"2",0,0,0,-0.965926,-0.258819,"4",19.51947,-99.22298
"135","Fuera CETRAM","female","25-44","Licenciatura","Azcapotzalco","Atizapan de Zaragoza","None","Recreacion","4",4,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",3.77053711743898,"6",0,0,0,-0.965926,-0.258819,"7",19.52182,-99.2309
"172","Dentro CETRAM","female","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","None","Recreacion","5",5,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",9.10409673244172,"6",0,0,0,-0.500000,-0.866025,"2",19.61607,-99.03562
"833","Fuera CETRAM","male","25-44","Secundaria","Miguel Hidalgo","Atizapan de Zaragoza","None","Trabajo","2",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",1.65565519374805,"6",21,9,14,-0.965926,-0.258819,"2",19.513,-99.21294
"227","Fuera CETRAM","female","25-44","Primaria","Azcapotzalco","Azcapotzalco","None","Trabajo","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.439956513776157,"2",0,0,0,-0.965926,-0.258819,"7",19.50562,-99.204
"19","Fuera CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","2",2,"3","BRT","Taxi","Van","Azteca","Mexipuerto","15",9.52007506733781,"6",0,0,0,-0.500000,-0.866025,"3",19.61903,-99.04227
"319","Fuera CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Tecamec","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",21.2102825961171,"0",0,0,0,0.000000,-1.000000,"5",19.44199,-99.20441
"176","Fuera CETRAM","female","45-64","Preparatoria","Benito Juarez","Atizapan de Zaragoza","None","Trabajo","3",3,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",2.25431970776869,"7",0,0,0,-0.258819,-0.965926,"4",19.52355,-99.20731
"943","Fuera CETRAM","female","65+","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Trabajo","4",3,"5","Metro","Taxi","Bus","El Rosario","Mexico Nueva","35",8.29904180669524,"5",10,4,25,-0.965926,-0.258819,"3",19.55505,-99.25823
"482","Dentro CETRAM","male","25-44","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","None","Trabajo","5",3,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",8.58441403395557,"2",12,8,3,-0.258819,-0.965926,"3",19.5614,-99.25533
"357","Fuera CETRAM","male","18-24","Licenciatura","Ecatepec de Morelos","Tecamec","1 to 2","Estudio","3",3,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",0.976337587503966,"9",0,0,0,0.000000,-1.000000,"5",19.54104,-99.03377
"239","Fuera CETRAM","female","25-44","Secundaria","Tecamec","Tecamec","3 to 4","Compra","1",2,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",10.9517566933974,"2",0,0,0,-0.500000,-0.866025,"2",19.63302,-99.02511
"77","Fuera CETRAM","female","18-24","Preparatoria","Azcapotzalco","Azcapotzalco","None","Recreacion","4",4,"5","Metro","Taxi","Bus","El Rosario","El Rosario","35",0.0877775352862473,"1",0,0,0,-0.965926,-0.258819,"7",19.50492,-99.20068
"743","Fuera CETRAM","female","45-64","Secundaria","Coacalco de Berriozal","Nezahualcoyotl","None","Trabajo","3",2,"5","Peseros","Peseros","Van","Azteca","Mexipuerto","15",9.42510498466975,"5",4,0,11,-1.000000,-0.000000,"5",19.61337,-99.06059
"695","Fuera CETRAM","male","25-44","Licenciatura","Coacalco de Berriozal","Ecatepec de Morelos","None","Trabajo","1",1,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",12.758210989087,"5",6,1,9,-0.965926,-0.258819,"1",19.63183,-99.09207
"644","Dentro CETRAM","female","25-44","Primaria","Ecatepec de Morelos","Ecatepec de Morelos","Mas","Otro","3",3,"5","Taxi","Peseros","Van","Azteca","Mexipuerto","15",10.9959081874136,"2",7,4,8,-0.258819,-0.965926,"3",19.63344,-99.02673
"787","Fuera CETRAM","female","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.56171298509238,"9",3,1,12,-0.866025,-0.500000,"1",19.5437,-99.0388
"929","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",7.9244005771577,"0",13,7,22,-0.965926,-0.258819,"5",19.56423,-99.24121
"298","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Azcapotzalco","1 to 2","Compra","3",3,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",0.0881680882485179,"1",0,0,0,-0.965926,-0.258819,"7",19.50488,-99.20071
"676","Fuera CETRAM","female","25-44","Primaria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",12.758210989087,"5",6,1,9,-0.965926,-0.258819,"1",19.63183,-99.09207
"401","Dentro CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","4",1,"5","Taxi","Peseros","Van","Azteca","Heroes Tecamec","15",21.2052610892275,"0",0,0,0,-0.258819,-0.965926,"6",19.4421,-99.20442
"853","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","2",4,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",3.30102757588746,"2",14,3,16,-0.965926,0.258819,"1",19.52634,-99.2213
"745","Fuera CETRAM","male","25-44","Primaria","Tecamec","Ecatepec de Morelos","None","Trabajo","5",3,"5","Peseros","Taxi","Van","Azteca","Mexipuerto","15",9.63770125468011,"6",4,0,11,-0.965926,-0.258819,"4",19.62,-99.04292
"210","Fuera CETRAM","female","45-64","Primaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Trabajo","3",3,"5","Peseros","Taxi","Van","Azteca","Mexipuerto","15",7.27361403260857,"2",0,0,0,-0.500000,-0.866025,"2",19.59875,-99.04082
"671","Fuera CETRAM","male","25-44","Preparatoria","Miguel Hidalgo","Atizapan de Zaragoza","1 to 2","Trabajo","3",3,"4","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",2.72985944439446,"2",21,8,9,-0.866025,-0.500000,"2",19.51795,-99.22176
"44","Dentro CETRAM","female","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Recreacion","1",3,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",10.0065895052627,"2",0,0,0,-0.258819,-0.965926,"6",19.62447,-99.02358
"275","Dentro CETRAM","male","45-64","Preparatoria","Chalco","Ecatepec de Morelos","None","Trabajo","5",4,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",21.2052610892275,"0",0,0,0,-0.258819,-0.965926,"6",19.4421,-99.20442
"668","Fuera CETRAM","female","45-64","Licenciatura","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",3.20444809151659,"2",21,8,9,-0.866025,-0.500000,"2",19.52121,-99.22488
"834","Fuera CETRAM","male","18-24","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","3",3,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",2.49397480951646,"2",21,9,14,-0.965926,-0.258819,"2",19.52482,-99.21003
"664","Dentro CETRAM","male","45-64","Licenciatura","Tlalnepantla de Baz","Atizapan de Zaragoza","None","Otro","1",1,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",6.95317995097332,"0",7,2,8,-0.965926,-0.258819,"7",19.4421,-99.20442
"5","Fuera CETRAM","male","18-24","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","1 to 2","Trabajo","2",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",0.353599816707523,"3",0,0,0,-0.258819,-0.965926,"3",19.50336,-99.20313
"816","Fuera CETRAM","female","45-64","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","1",2,"3","BRT","Peseros","Van","Azteca","Mexipuerto","15",8.82734671567706,"6",2,0,13,-0.707107,-0.707107,"1",19.6137,-99.03404
"42","Fuera CETRAM","female","65+","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Recreacion","5",5,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",4.73846804928557,"2",10,4,0,-0.500000,-0.866025,"4",19.53797,-99.22795
"416","Dentro CETRAM","male","25-44","Secundaria","Atizapan de Zaragoza","Tlalnepantla de Baz","None","Recreacion","1",1,"1","Taxi","Peseros","Bus","El Rosario","El Rosario","35",7.37692688513725,"5",0,0,0,-1.000000,-0.000000,"7",19.556,-99.24434
"724","Fuera CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Compra","3",4,"5","Taxi","Peseros","Bus","El Rosario","El Rosario","35",6.95317995097332,"0",19,8,11,-0.707107,-0.707107,"7",19.4421,-99.20442
"966","Dentro CETRAM","male","45-64","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Trabajo","4",3,"5","Metro","Taxi","Bus","El Rosario","El Rosario","35",3.85760558989171,"6",7,2,28,-0.500000,-0.866025,"6",19.53062,-99.22419
"551","Dentro CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","3",1,"5","BRT","Peseros","Van","Azteca","Heroes Tecamec","15",1.75155615430026,"9",10,6,5,0.000000,-1.000000,"1",19.54485,-99.04014
"650","Fuera CETRAM","female","25-44","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","1",1,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",21.2102825961171,"0",7,2,8,-0.500000,-0.866025,"7",19.44199,-99.20441
"527","Dentro CETRAM","male","25-44","Secundaria","Ecatepec de Morelos","Tecamec","1 to 2","Otro","4",4,"5","Peseros","BRT","Van","Azteca","Heroes Tecamec","15",0.250805634989383,"2",11,6,4,-0.965926,-0.258819,"3",19.5368,-99.02771
"897","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Tultitlan","None","Recreacion","2",4,"5","BRT","Peseros","Bus","El Rosario","Mexico Nueva","35",3.53236123955784,"6",16,0,19,-0.965926,-0.258819,"3",19.52391,-99.22665
"106","Fuera CETRAM","female","18-24","Licenciatura","Ecatepec de Morelos","Ecatepec de Morelos","None","Estudio","3",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",0.154810914183886,"2",0,0,0,-0.965926,-0.258819,"2",19.53516,-99.02616
"642","Dentro CETRAM","female","45-64","Preparatoria","Azcapotzalco","Tlalnepantla de Baz","None","Trabajo","4",1,"1","Trolebus","Peseros","Van","El Rosario","El Rosario","15",6.33153185498573,"6",7,4,8,-1.000000,-0.000000,"6",19.55021,-99.23599
"126","Fuera CETRAM","female","25-44","Licenciatura","Iztacalco","Atizapan de Zaragoza","1 to 2","Recreacion","1",1,"5","Taxi","Peseros","Bus","El Rosario","Mexico Nueva","35",7.03939230107507,"6",0,0,0,-0.965926,-0.258819,"7",19.55488,-99.24064
"165","Fuera CETRAM","female","25-44","Preparatoria","Azcapotzalco","Ecatepec de Morelos","None","Trabajo","1",1,"5","Metro","Peseros","Van","Azteca","Heroes Tecamec","15",1.664007239424,"9",0,0,0,-0.866025,-0.500000,"5",19.5443,-99.03954
"25","Fuera CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","1 to 2","Trabajo","2",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",11.8309807170722,"2",0,0,0,-0.258819,-0.965926,"3",19.63875,-99.05035
"159","Dentro CETRAM","female","25-44","Preparatoria","Otro","Azcapotzalco","None","Trabajo","4",5,"5","Metro","Peseros","Van","El Rosario","El Rosario","15",0.0892624143876968,"1",0,0,0,-0.965926,-0.258819,"3",19.50493,-99.20069
"352","Fuera CETRAM","male","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Otro","3",1,"5","Metro","Taxi","Van","Azteca","Heroes Tecamec","15",21.2102825961171,"0",0,0,0,0.000000,-1.000000,"5",19.44199,-99.20441
"265","Dentro CETRAM","male","18-24","Secundaria","Tecamec","Iztapalapa","None","Trabajo","5",1,"5","Metro","Taxi","Van","Azteca","Mexipuerto","15",21.2052610892275,"0",0,0,0,-0.500000,-0.866025,"6",19.4421,-99.20442
"758","Fuera CETRAM","male","25-44","Preparatoria","Tecamec","Ecatepec de Morelos","None","Trabajo","5",5,"5","BRT","Metro","Van","Azteca","Mexipuerto","15",10.4276004301492,"2",4,0,11,-0.965926,-0.258819,"4",19.62739,-99.04156
"852","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Nicolas Romero","3 to 4","Compra","4",2,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",9.28033717405959,"9",14,5,16,-0.965926,-0.258819,"2",19.56708,-99.25856
"888","Fuera CETRAM","male","45-64","Preparatoria","Cuauhtemoc","Atizapan de Zaragoza","1 to 2","Compra","1",3,"5","BRT","BRT","Bus","El Rosario","Mexico Nueva","35",1.99517751211468,"5",17,8,18,-0.965926,-0.258819,"7",19.514,-99.21612
"324","Dentro CETRAM","male","18-24","Preparatoria","Tecamec","Ecatepec de Morelos","1 to 2","Recreacion","1",1,"5","BRT","Peseros","Van","Azteca","Mexipuerto","15",10.4614708498562,"2",0,0,0,-0.500000,-0.866025,"1",19.62846,-99.02138
"868","Fuera CETRAM","female","18-24","Preparatoria","Atizapan de Zaragoza","Tlalnepantla de Baz","Mas","Trabajo","2",3,"5","Trolebus","Peseros","Bus","El Rosario","Mexico Nueva","35",1.85752259907978,"6",13,5,17,-0.866025,-0.500000,"3",19.51817,-99.21015
"678","Fuera CETRAM","female","25-44","Licenciatura","Tecamec","Tecamec","1 to 2","Compra","3",4,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",10.0165031926395,"2",6,3,9,-0.258819,-0.965926,"6",19.62456,-99.0236
"75","Dentro CETRAM","female","25-44","Secundaria","Otro","Azcapotzalco","3 to 4","Recreacion","4",3,"5","BRT","Metro","Van","El Rosario","El Rosario","15",0.0890829078361104,"1",0,0,0,-1.000000,-0.000000,"3",19.50488,-99.20072
"963","Fuera CETRAM","male","0-17","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Recreacion","4",4,"3","Taxi","BRT","Bus","El Rosario","Mexico Nueva","35",3.24226986053966,"2",7,0,28,-0.500000,-0.866025,"6",19.52198,-99.22473
"876","Fuera CETRAM","female","65+","Secundaria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Compra","1",1,"5","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",4.52598794231743,"2",17,8,18,-0.965926,-0.258819,"7",19.53618,-99.22708
"46","Fuera CETRAM","female","18-24","Preparatoria","Ecatepec de Morelos","Tecamec","None","Trabajo","3",1,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",0.231749550039624,"6",0,0,0,-0.965926,-0.258819,"5",19.53656,-99.02689
"948","Dentro CETRAM","male","18-24","Licenciatura","Atizapan de Zaragoza","Azcapotzalco","1 to 2","Estudio","4",4,"5","Metro","Peseros","Bus","El Rosario","El Rosario","35",8.16002651591183,"5",9,3,26,-0.258819,-0.965926,"6",19.55948,-99.25154
"472","Dentro CETRAM","female","18-24","Licenciatura","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","4",4,"5","BRT","Peseros","Van","El Rosario","Mexico Nueva","15",6.95317995097332,"0",12,0,3,-0.965926,0.258819,"7",19.4421,-99.20442
"287","Fuera CETRAM","male","25-44","Licenciatura","Ecatepec de Morelos","Tecamec","None","Otro","3",1,"5","BRT","Taxi","Van","Azteca","Mexipuerto","15",6.63628659619582,"5",0,0,0,-0.965926,-0.258819,"6",19.59329,-99.03872
"955","Fuera CETRAM","female","25-44","Preparatoria","Atizapan de Zaragoza","Atizapan de Zaragoza","None","Otro","1",1,"5","Taxi","BRT","Bus","El Rosario","Mexico Nueva","35",7.97577629160464,"5",7,0,28,-0.258819,-0.965926,"6",19.55703,-99.25179
"536","Dentro CETRAM","male","45-64","Primaria","Chalco","Ecatepec de Morelos","None","Trabajo","4",3,"3","Metro","Peseros","Van","Azteca","Mexipuerto","15",8.31915414644501,"2",11,7,4,-1.000000,-0.000000,"3",19.60662,-99.04882
"432","Fuera CETRAM","male","45-64","Licenciatura","Cuauhtemoc","Atizapan de Zaragoza","None","Compra","2",3,"5","Metro","BRT","Bus","El Rosario","Mexico Nueva","35",2.68230215786233,"2",0,0,0,-0.965926,-0.258819,"7",19.52656,-99.21031
"962","Dentro CETRAM","male","25-44","Preparatoria","Atizapan de Zaragoza","Azcapotzalco","None","Compra","3",1,"2","Trolebus","Peseros","Bus","El Rosario","El Rosario","35",8.72758090438779,"5",7,3,28,-0.258819,-0.965926,"6",19.55352,-99.26501
"128","Fuera CETRAM","female","0-17","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Otro","3",5,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",0.146697894059762,"6",0,0,0,-0.866025,-0.500000,"6",19.53563,-99.02668
"349","Dentro CETRAM","male","18-24","Secundaria","Ecatepec de Morelos","Ecatepec de Morelos","1 to 2","Otro","2",3,"2","Taxi","Peseros","Van","Azteca","Mexipuerto","15",7.52104960749781,"2",0,0,0,-0.866025,-0.500000,"1",19.59989,-99.04606
"529","Dentro CETRAM","male","45-64","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","5",3,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",7.47307287139217,"2",11,7,4,-1.000000,-0.000000,"3",19.59933,-99.0465
"471","Dentro CETRAM","female","45-64","Preparatoria","Ecatepec de Morelos","Ecatepec de Morelos","None","Trabajo","1",2,"5","Metro","Peseros","Van","Azteca","Mexipuerto","15",4.51423424465831,"5",12,0,3,-0.965926,0.258819,"4",19.57248,-99.04286
"547","Dentro CETRAM","female","45-64","Licenciatura","Alvaro Obregon","Atizapan de Zaragoza","None","Trabajo","3",2,"5","Metro","Peseros","Van","El Rosario","Mexico Nueva","15",3.51335111980967,"6",10,3,5,-0.965926,-0.258819,"6",19.52246,-99.22755
"792","Fuera CETRAM","male","45-64","Sin estudios","Ecatepec de Morelos","Coacalco de Berriozal","1 to 2","Recreacion","1",3,"5","Metro","BRT","Van","Azteca","Heroes Tecamec","15",0.362093456297587,"2",3,1,12,-0.866025,-0.500000,"1",19.53628,-99.02456
"906","Fuera CETRAM","male","25-44","Preparatoria","Tlalnepantla de Baz","Venustiano Carranza","None","Trabajo","3",4,"4","Metro","Peseros","Bus","El Rosario","Mexico Nueva","35",3.66564428844092,"2",11,5,19,-0.965926,-0.258819,"2",19.5366,-99.2079
